"GSM87863" "GSM87887" "GSM87896" "GSM87934" "GSM87943" "GSM87853" "GSM87906" "GSM87920" "GSM87924" "GSM87858" "GSM87882" "GSM87891" "GSM87917" "GSM87929" "GSM87948" "GSM87868" "GSM87873" "GSM87901" "GSM87910" "GSM87938" "GSM87953" "GSM87864" "GSM87888" "GSM87897" "GSM87935" "GSM87944" "GSM87854" "GSM87878" "GSM87907" "GSM87921" "GSM87925" "GSM87957" "GSM87859" "GSM87883" "GSM87892" "GSM87930" "GSM87949" "GSM87869" "GSM87874" "GSM87902" "GSM87911" "GSM87939" "GSM87954" "GSM87865" "GSM87889" "GSM87898" "GSM87915" "GSM87936" "GSM87945" "GSM87855" "GSM87879" "GSM87922" "GSM87926" "GSM87958" "GSM87860" "GSM87884" "GSM87893" "GSM87918" "GSM87931" "GSM87950" "GSM87870" "GSM87875" "GSM87903" "GSM87912" "GSM87940" "GSM87866" "GSM87899" "GSM87937" "GSM87946" "GSM87856" "GSM87880" "GSM87908" "GSM87923" "GSM87927" "GSM87959" "GSM87861" "GSM87885" "GSM87894" "GSM87932" "GSM87951" "GSM87871" "GSM87876" "GSM87904" "GSM87913" "GSM87941" "GSM87955" "GSM87867" "GSM87890" "GSM87900" "GSM87916" "GSM87947" "GSM87857" "GSM87881" "GSM87909" "GSM87928" "GSM87960" "GSM87862" "GSM87886" "GSM87895" "GSM87919" "GSM87933" "GSM87952" "GSM87872" "GSM87877" "GSM87905" "GSM87914" "GSM87942" "GSM87956"
"10124" "4.28201" "4.30566" "4.84292" "4.50287" "4.5935" "4.80344" "4.66495" "4.2723" "4.51789" "4.75163" "4.45633" "4.62782" "4.36973" "4.50602" "4.47672" "4.35145" "4.58966" "4.60133" "4.32212" "4.5492" "4.25673" "4.56138" "4.44123" "4.69049" "4.414" "4.28589" "4.39265" "4.56122" "4.51043" "4.09292" "4.23849" "4.47408" "4.71316" "4.54197" "4.81455" "4.57766" "4.38723" "4.52398" "4.6964" "4.44153" "4.38942" "4.682" "4.48571" "4.2876" "4.45517" "4.3002" "4.36889" "4.42843" "4.66531" "4.64749" "4.62572" "4.43656" "4.49478" "4.27028" "4.59449" "4.62926" "4.70592" "4.48248" "4.40764" "4.24848" "4.38746" "4.41281" "4.46401" "4.30588" "4.48479" "4.26656" "4.43772" "4.42362" "4.39985" "4.77398" "4.20582" "4.32943" "4.39141" "4.43585" "4.6838" "4.73621" "4.51249" "4.48726" "4.28787" "4.36475" "4.45317" "4.5853" "4.21511" "4.68214" "4.29898" "4.10432" "4.53118" "4.45589" "4.65056" "4.332" "4.46401" "4.60348" "4.30918" "4.49235" "4.19945" "4.4887" "4.44371" "4.59241" "4.57576" "4.55479" "4.28916" "4.28341" "4.36527" "4.3617" "4.75062" "4.40107" "4.52268" "4.40934"
"10208" "4.00855" "4.30446" "4.18532" "4.18526" "3.72469" "4.03839" "3.89345" "4.08717" "3.99679" "3.97975" "4.39631" "4.09241" "3.80611" "4.00709" "3.83602" "3.62074" "4.1574" "3.94369" "3.74788" "3.99362" "3.72487" "3.66917" "4.03214" "3.90403" "4.13521" "3.61334" "3.66734" "4.00785" "3.83261" "4.07251" "4.19213" "3.58836" "3.89656" "3.8046" "3.89544" "4.46897" "3.76809" "3.58251" "4.09301" "3.89644" "4.01565" "3.84423" "3.69715" "3.80089" "4.358" "3.92443" "3.80987" "3.93869" "3.93313" "3.88531" "4.0651" "4.26492" "3.74352" "3.94888" "4.079" "4.18136" "3.94441" "4.04278" "3.81103" "3.9109" "3.91945" "4.22941" "3.85879" "3.84807" "4.17005" "3.69262" "3.8983" "4.02407" "3.93869" "3.65607" "4.25087" "3.58953" "3.95641" "4.01489" "3.84538" "3.76582" "4.06683" "3.63639" "4.01002" "3.89237" "3.9879" "3.92891" "3.94804" "3.73601" "4.09142" "4.1574" "3.68793" "4.54571" "4.00342" "3.8637" "3.79894" "3.75868" "3.87727" "3.70453" "3.82654" "3.79034" "4.23662" "4.10426" "4.02275" "3.82172" "4.33797" "3.59139" "3.99951" "4.10004" "3.74757" "4.0475" "4.1574" "3.82616"
"10224" "6.82388" "6.97882" "6.50413" "6.86116" "6.74865" "7.00965" "6.35588" "6.24072" "6.87311" "6.88282" "7.34317" "6.32616" "6.08709" "6.91669" "6.76369" "6.71514" "7.0547" "6.28028" "6.21113" "6.83214" "6.63514" "6.87744" "7.0985" "6.40018" "6.79867" "6.8809" "6.9055" "6.89736" "6.49521" "6.61227" "6.8452" "6.76577" "6.89969" "7.18289" "6.61208" "6.74115" "6.73636" "6.81688" "7.07491" "6.29608" "6.44602" "6.94718" "6.54926" "6.93473" "7.1457" "6.42867" "6.5698" "6.73297" "7.01881" "6.91086" "6.98351" "6.48463" "6.80714" "6.58848" "6.97932" "7.0915" "6.38611" "6.37222" "6.92809" "6.57922" "6.86311" "6.88377" "6.50094" "6.26608" "6.79028" "6.96287" "6.53461" "6.84925" "6.92385" "7.03355" "6.94299" "6.36214" "6.63154" "6.95773" "6.79315" "6.88257" "6.96618" "6.41225" "6.91353" "6.64295" "6.8996" "6.79844" "6.21097" "6.64318" "6.71783" "6.66164" "6.83346" "7.15117" "6.45868" "6.47786" "6.61644" "6.84727" "7.07016" "6.64259" "6.97602" "6.67703" "6.84027" "7.06623" "6.48373" "6.61975" "7.01657" "7.01921" "6.76857" "6.91571" "6.33999" "6.65697" "6.94246" "6.73462"
"10299" "3.9121" "3.85494" "3.71042" "3.73431" "3.75955" "3.5716" "3.57554" "3.8583" "3.75211" "3.62736" "3.62651" "3.98862" "3.50783" "3.78484" "3.66068" "3.80779" "3.83175" "3.68453" "3.7808" "3.98384" "3.70706" "3.57208" "3.61341" "3.59203" "3.72573" "3.85196" "3.50272" "3.81671" "3.9454" "3.90635" "3.89972" "3.71295" "3.64309" "3.98559" "3.79741" "3.95234" "3.70636" "3.77808" "3.94272" "3.75656" "3.75041" "3.75223" "3.71799" "3.79559" "3.82354" "3.71698" "3.61642" "3.73698" "3.96038" "3.72115" "3.79091" "4.03679" "4.16028" "3.59698" "3.7424" "3.80486" "3.80701" "3.7754" "3.81739" "3.67231" "3.67626" "3.77326" "3.78197" "3.78822" "3.90594" "3.76018" "3.57208" "3.72047" "3.67407" "3.96134" "3.7546" "3.68375" "3.74332" "3.69018" "3.47136" "3.66592" "3.70654" "3.62404" "3.75376" "3.75405" "3.76566" "3.69693" "3.6632" "3.72308" "3.70876" "3.61524" "3.73391" "3.57067" "3.73627" "3.86766" "3.70669" "4.19469" "3.94299" "3.60869" "3.78034" "3.76983" "3.69869" "3.51924" "3.57034" "3.61709" "3.70807" "3.59474" "3.81013" "3.74111" "3.70147" "3.74084" "3.6382" "3.73698"
"10319" "6.70943" "6.88065" "7.34127" "7.24217" "6.91263" "7.09774" "7.17531" "6.78555" "7.14255" "7.08518" "6.74125" "7.25885" "6.44124" "7.01646" "6.73674" "6.74021" "6.96545" "7.04637" "6.95912" "6.78312" "6.81801" "6.79379" "6.85789" "7.18571" "6.88065" "6.71608" "7.008" "6.87549" "6.98567" "6.88207" "6.90458" "6.8294" "7.04162" "6.69883" "7.29704" "6.95994" "6.64429" "6.80996" "7.16314" "7.04724" "6.9771" "6.88838" "6.76248" "6.82762" "6.81938" "6.89365" "6.65536" "7.24775" "6.86267" "7.1785" "6.97758" "7.12112" "6.92999" "6.71897" "6.92527" "6.22659" "6.89113" "6.95372" "6.96379" "6.60404" "7.03224" "6.80426" "7.14817" "6.74519" "7.26721" "6.96431" "7.03589" "7.07646" "6.79158" "7.11609" "6.8911" "6.81325" "7.02551" "7.00522" "6.5626" "7.06326" "6.88309" "6.82709" "6.91726" "6.66408" "6.85701" "6.90559" "7.13818" "6.54702" "6.90008" "6.68992" "7.13424" "6.9485" "7.18235" "6.86044" "6.75603" "7.11911" "6.97963" "7.04546" "6.83543" "6.86328" "7.10518" "6.43328" "7.11369" "6.69212" "6.69022" "6.68888" "7.15506" "6.79279" "7.05325" "6.99866" "6.60078" "6.64261"
"10320" "6.01914" "6.12544" "5.71197" "6.1048" "5.63633" "6.02521" "5.78884" "5.74268" "6.00127" "5.7138" "5.87363" "6.21623" "5.76048" "6.20018" "5.95711" "5.69816" "6.14356" "5.65735" "6.00108" "6.04826" "5.81526" "5.77906" "5.98008" "5.67378" "6.02681" "5.87056" "5.79054" "6.08584" "5.6565" "5.48816" "5.9861" "5.67777" "5.94859" "5.97897" "5.82847" "6.01178" "5.70402" "5.87949" "6.3845" "5.84616" "5.83825" "5.92426" "5.92342" "5.65636" "6.03119" "5.64112" "5.83978" "5.98117" "5.9558" "5.84355" "5.94657" "6.08249" "6.04525" "5.77862" "5.9675" "5.99137" "5.75528" "6.02696" "6.17018" "5.79213" "5.63023" "5.97745" "5.91725" "5.70906" "6.07917" "5.59014" "5.61706" "5.93885" "5.98535" "5.83939" "6.29342" "5.70877" "5.9615" "5.99869" "5.84357" "5.82051" "5.9311" "5.57264" "5.90978" "5.79301" "5.85733" "5.89531" "5.72837" "5.77066" "6.153" "5.73247" "5.73673" "6.49026" "5.67862" "5.80193" "5.918" "5.66671" "6.26392" "5.72011" "6.18564" "5.62361" "5.97299" "5.735" "6.01711" "6.01266" "6.53794" "6.04287" "6.14907" "6.3332" "5.72121" "6.45573" "6.66196" "5.92351"
"10330" "2.64038" "2.76669" "2.77564" "2.89555" "2.54678" "2.55666" "2.67946" "2.88829" "2.57668" "2.60183" "2.94238" "2.63905" "2.73071" "2.63372" "2.42258" "2.77701" "2.65592" "2.58688" "2.78856" "2.62493" "2.67025" "2.58345" "2.68066" "2.53453" "2.73266" "2.69655" "2.67801" "2.54278" "2.662" "3.05526" "2.62928" "2.79367" "2.52175" "2.54417" "2.64566" "2.525" "2.60479" "2.82612" "2.7152" "2.9562" "2.84244" "2.98722" "2.75208" "2.80526" "2.77096" "2.55724" "2.64699" "2.7122" "2.71332" "2.84007" "2.66122" "3.234" "2.85584" "2.82516" "2.70085" "2.64638" "2.59033" "2.61963" "2.67768" "2.72815" "2.82495" "2.68546" "2.78997" "2.59308" "2.82187" "2.67656" "2.75051" "2.73929" "2.58966" "2.51118" "2.74487" "2.66233" "2.93971" "2.77776" "2.62967" "2.58891" "2.62673" "2.70865" "2.63341" "2.6338" "2.77559" "2.62809" "2.71739" "2.67049" "2.81643" "2.63071" "2.59077" "2.69988" "2.7724" "2.795" "2.55958" "2.75846" "2.91679" "2.81692" "2.54227" "2.7431" "2.73519" "2.5397" "2.65261" "2.66191" "2.57914" "2.79391" "2.72614" "2.60714" "3.00556" "2.67386" "2.79319" "2.82447"
"10343" "5.89939" "6.43966" "5.42648" "5.79086" "5.8407" "5.69647" "5.55041" "6.1331" "6.09086" "5.56842" "6.51532" "5.13863" "6.41174" "6.31641" "6.27193" "5.86215" "5.52385" "5.87215" "6.44181" "5.64602" "6.64943" "5.6916" "6.14976" "6.04463" "6.14776" "6.28672" "5.59637" "6.26043" "5.93129" "6.24086" "5.95877" "6.73315" "5.50258" "6.57029" "5.48013" "5.85516" "6.2084" "5.70146" "6.00702" "6.0997" "6.28232" "5.62178" "6.59038" "5.75347" "6.56841" "6.18767" "6.10666" "6.09258" "5.89912" "5.57865" "6.22594" "5.94829" "6.06674" "6.71425" "5.48782" "6.81485" "5.71297" "6.21171" "6.22661" "6.47825" "5.79371" "6.17247" "5.67358" "6.19811" "5.95415" "6.07509" "5.75401" "6.11632" "6.32063" "5.18919" "6.15435" "5.62355" "5.62064" "6.14555" "6.0514" "5.20573" "6.48511" "5.61218" "6.69465" "6.44878" "5.87217" "6.2772" "5.41527" "6.16603" "5.78285" "6.80582" "5.38304" "5.8505" "5.64991" "5.68549" "6.00363" "5.27251" "6.12184" "5.73575" "6.26703" "6.5938" "5.54277" "6.59915" "5.66778" "6.24465" "5.74918" "6.13371" "5.52592" "5.97413" "5.58694" "6.13243" "5.59496" "6.27167"
"10344" "6.97525" "6.76575" "7.06556" "6.86043" "6.76673" "7.00933" "6.66801" "6.81836" "7.18084" "7.07377" "7.10829" "7.04631" "6.24036" "6.88541" "6.81477" "6.54143" "7.3867" "6.8789" "6.64067" "6.73669" "6.42563" "6.71091" "6.96641" "6.91311" "6.90809" "6.2947" "6.66639" "6.75119" "6.92005" "6.75177" "6.78577" "6.58559" "7.07673" "6.80864" "6.8111" "6.87977" "6.63798" "6.62313" "7.20931" "7.02744" "6.72732" "6.62073" "6.6613" "6.71372" "7.0682" "6.68195" "6.49806" "6.68024" "6.84529" "6.93238" "7.03653" "7.0914" "6.81512" "6.55239" "6.91829" "7.12062" "6.73831" "6.65757" "6.78899" "6.48147" "6.49793" "7.02669" "6.82589" "6.60334" "7.1164" "6.46573" "6.81" "6.97805" "6.61079" "6.68604" "6.96556" "6.70332" "6.71429" "6.90555" "6.65833" "6.88808" "6.79562" "6.65523" "6.77092" "6.59924" "6.73968" "6.86655" "6.90163" "6.77866" "6.53469" "6.6764" "6.99991" "7.29811" "6.89166" "7.0244" "6.94713" "7.07003" "7.1342" "6.78871" "6.72226" "6.55888" "6.71964" "7.04858" "6.93424" "6.68552" "6.88317" "6.61133" "7.00461" "7.54086" "6.79814" "6.7393" "6.70948" "6.7195"
"10349" "6.34627" "6.22926" "5.70817" "5.71369" "6.09322" "5.80491" "6.16686" "5.9032" "5.53452" "5.67053" "5.64766" "5.60329" "6.94787" "5.12304" "5.88855" "6.12181" "5.5338" "5.9448" "6.54092" "5.37029" "6.1678" "6.07034" "5.61708" "6.37451" "5.18982" "6.41968" "5.92816" "5.8032" "6.17771" "5.81915" "5.75274" "5.55709" "5.66988" "5.6897" "5.84028" "5.57921" "6.49788" "6.20237" "5.26677" "5.86131" "6.04299" "5.49177" "6.15752" "6.09907" "5.63443" "6.3611" "5.85394" "5.48789" "6.19731" "6.11543" "5.95627" "5.88818" "5.71636" "5.92549" "5.59913" "5.6774" "5.86734" "6.33218" "5.50216" "6.61587" "6.00443" "5.46866" "6.07318" "6.07639" "5.08608" "6.09244" "6.42087" "5.51198" "6.28405" "6.1527" "5.72268" "6.50029" "5.42541" "5.76762" "6.01296" "5.73665" "5.35784" "6.57277" "5.86993" "6.56475" "5.83435" "5.5989" "6.21433" "5.87728" "5.8366" "6.05192" "6.1233" "5.25632" "6.02335" "5.4658" "5.79671" "5.75378" "5.67351" "6.38417" "6.08948" "6.0355" "5.79419" "5.73151" "6.11383" "6.40667" "5.60452" "6.24611" "5.75285" "5.61909" "6.46974" "5.5305" "5.63501" "5.93375"
"10362" "9.71602" "10.2766" "8.72415" "9.20492" "9.93682" "9.518" "9.34142" "10.1519" "9.1428" "9.38768" "9.94282" "8.91818" "9.78504" "9.18061" "9.83716" "9.77328" "9.46556" "9.26273" "9.91803" "9.32071" "9.86056" "9.77731" "9.97583" "8.9925" "9.003" "10.092" "9.85878" "10.0415" "9.22689" "9.5687" "9.22037" "9.95202" "9.28698" "10.0414" "9.11892" "9.28145" "9.97961" "9.85488" "9.8502" "9.47592" "9.93233" "9.45453" "9.8383" "9.68653" "9.95936" "9.18801" "9.85491" "9.14036" "10.0239" "9.7913" "10.0126" "10.0452" "9.24326" "9.98622" "9.34993" "10.2351" "8.88897" "9.19645" "9.3495" "9.81344" "9.88157" "9.8911" "9.31497" "9.84783" "8.99797" "9.85967" "9.08671" "9.16791" "10.1788" "9.77945" "9.82436" "9.47258" "9.90308" "9.2206" "10.0775" "9.70178" "9.84692" "9.75211" "9.58829" "9.97361" "9.80558" "9.86825" "9.36766" "10.0477" "9.30682" "9.92349" "9.56324" "9.39813" "8.64687" "9.42292" "9.9766" "9.50916" "9.69719" "9.15798" "9.37035" "10.1949" "9.24767" "10.0141" "8.85894" "9.54853" "9.08142" "10.0246" "9.23813" "9.73276" "9.23942" "9.43384" "9.39128" "9.70728"
"10372" "6.70304" "6.43869" "7.07289" "6.92689" "6.70862" "6.81531" "6.75787" "6.60199" "7.15846" "6.95339" "6.59693" "7.0471" "6.5252" "7.05808" "6.64836" "6.65292" "6.96076" "6.76483" "6.29803" "6.84222" "6.45558" "6.48789" "6.78345" "6.68589" "6.97634" "6.28905" "6.86432" "6.61675" "6.57946" "6.59038" "6.92087" "6.55751" "6.95898" "6.55713" "6.80661" "6.95436" "6.41694" "6.70354" "6.95435" "6.48275" "6.58908" "6.74519" "6.55007" "6.72472" "6.65291" "6.73188" "6.74104" "6.8597" "6.37323" "6.78295" "6.87748" "6.88497" "6.71451" "6.36466" "6.79221" "6.75695" "6.74381" "6.79028" "6.72248" "6.32391" "6.77859" "6.64932" "6.73292" "6.54483" "6.99107" "6.40401" "6.7797" "6.9029" "6.40804" "6.65881" "6.63359" "6.71157" "6.6703" "6.71572" "6.59902" "7.06787" "6.70047" "6.43681" "6.73618" "6.52452" "6.53654" "6.63104" "6.607" "6.40748" "6.76699" "6.58832" "6.70753" "6.81265" "6.76827" "6.85143" "6.62869" "6.73013" "6.79893" "6.57462" "6.88208" "6.31862" "6.77829" "6.22201" "6.7065" "6.59126" "6.76607" "6.29968" "7.0685" "6.79844" "6.63999" "6.67766" "6.94007" "6.39568"
"10429" "10.1418" "10.4633" "9.50195" "8.97265" "10.0168" "9.67005" "9.77691" "9.84656" "8.94164" "9.3408" "9.99393" "9.20598" "10.8327" "9.62626" "10.0172" "10.2365" "9.25791" "9.87778" "10.0724" "9.23505" "10.0369" "10.2062" "9.96306" "9.84106" "9.31329" "10.0989" "9.91037" "10.2355" "9.56279" "9.38441" "9.38382" "10.1122" "9.51716" "10.2345" "9.42938" "9.60624" "10.2038" "10.1976" "9.55201" "9.95094" "9.7613" "9.29775" "9.99884" "10.0289" "10.4302" "10.1584" "9.75105" "9.10229" "9.91466" "9.87964" "10.0054" "9.39032" "9.30943" "9.78901" "9.58169" "10.3858" "9.25682" "10.1036" "9.42996" "10.2022" "10.2272" "9.96133" "9.70298" "9.98234" "9.43656" "10.142" "10.092" "9.43721" "10.3091" "9.94826" "9.81725" "10.2436" "9.8526" "9.59301" "10.2584" "9.68554" "9.89415" "10.3825" "9.86598" "10.2533" "10.0109" "10.1825" "9.77064" "10.0453" "9.36814" "10.2989" "9.77458" "9.41453" "9.86387" "9.16834" "10.1402" "9.69319" "9.60428" "9.89094" "10.1041" "10.5594" "9.51173" "10.3418" "9.06805" "10.6084" "8.88312" "10.3279" "9.77012" "10.1889" "9.85308" "9.58958" "9.61878" "10.0844"
"10439" "8.10986" "8.36496" "8.06901" "8.84608" "8.10997" "7.84105" "7.92648" "8.23893" "8.11205" "7.78326" "7.8492" "7.74214" "8.64854" "8.44914" "8.1728" "8.12351" "7.73866" "8.15049" "8.37651" "8.12038" "8.63576" "7.93221" "8.15123" "8.45686" "8.29456" "8.51515" "7.90832" "8.26751" "8.03768" "8.28236" "8.52277" "8.38646" "7.77119" "8.20675" "7.96045" "8.53016" "8.59386" "8.26768" "7.89746" "7.92036" "8.46163" "8.24046" "8.67793" "8.00564" "8.23066" "8.44289" "8.24411" "8.48766" "7.9537" "7.92165" "8.05115" "8.64152" "8.59542" "8.75671" "7.79704" "8.30454" "7.83171" "8.19024" "8.65973" "8.65265" "8.16681" "7.87318" "7.86703" "8.31267" "7.96918" "8.1811" "8.24415" "8.21829" "8.25804" "7.99065" "7.80897" "8.18118" "8.2719" "8.37816" "8.39894" "7.86463" "7.67691" "7.49023" "8.59905" "8.13449" "7.97817" "7.71265" "7.72867" "8.47927" "8.16047" "8.66378" "7.98565" "8.09697" "8.22112" "7.93822" "8.13784" "7.48129" "8.09901" "8.11275" "8.83976" "8.72972" "7.89088" "8.44287" "7.70443" "8.14319" "8.49249" "8.13784" "8.0362" "8.16292" "8.38395" "8.21877" "8.41564" "8.34092"
"10452" "7.66678" "8.42244" "6.82323" "7.29982" "7.82087" "7.55553" "7.495" "8.05285" "7.26642" "7.28224" "8.04157" "7.04501" "7.95985" "7.42637" "7.92435" "7.6633" "7.38701" "7.47093" "7.65099" "7.40539" "7.83602" "7.78029" "7.94989" "7.019" "7.34253" "8.08852" "7.67474" "8.0941" "7.40111" "7.5124" "7.02647" "7.83523" "7.30937" "8.23989" "7.23769" "7.27346" "7.94106" "7.72828" "7.83698" "7.70859" "7.76551" "7.25239" "7.70969" "7.64574" "8.24411" "7.45569" "8.03758" "7.18281" "8.14453" "7.79683" "7.90923" "8.27006" "7.40811" "7.99804" "7.58445" "8.15572" "7.53025" "7.53427" "7.68643" "7.98375" "7.76439" "7.91236" "7.37319" "8.07153" "7.3275" "7.94191" "7.16637" "7.45843" "8.17737" "7.55897" "7.71128" "7.53004" "7.89278" "7.43306" "8.05828" "7.80543" "8.05375" "7.71201" "7.69929" "7.96966" "7.66661" "7.90589" "7.54846" "7.9232" "7.46776" "7.79001" "7.59077" "7.32423" "6.98391" "7.78629" "7.99346" "7.41777" "7.59607" "7.47138" "7.74135" "7.99765" "7.13282" "8.16793" "7.07799" "7.81121" "7.48551" "8.1843" "7.28137" "7.67788" "7.21571" "7.75673" "7.5725" "7.57597"
"10456" "6.07074" "6.25772" "5.95238" "6.24247" "6.09808" "6.32227" "5.53313" "5.82266" "6.23338" "6.05785" "6.25039" "5.90268" "5.80849" "5.99654" "5.97509" "5.97313" "6.349" "5.65919" "5.58642" "6.24847" "5.92654" "6.10681" "6.29065" "5.54304" "5.89543" "6.20517" "6.02081" "6.0365" "5.57511" "5.9702" "5.84947" "5.99186" "5.96919" "6.34214" "5.92676" "6.26599" "6.16684" "6.38041" "6.32892" "5.76958" "5.6224" "6.05785" "5.78618" "6.25923" "6.41342" "5.56184" "5.87803" "5.80147" "6.29443" "6.19717" "6.27024" "5.99715" "6.1372" "5.77541" "6.12588" "6.64052" "5.75579" "5.87525" "6.05785" "6.19921" "6.2221" "6.13475" "5.73551" "5.71706" "6.14093" "6.22843" "5.67449" "5.97141" "6.06979" "6.13152" "6.1039" "5.78929" "6.0542" "6.03412" "6.19253" "6.21046" "6.2452" "5.95838" "6.22127" "6.17369" "6.52463" "6.20132" "5.57315" "5.83079" "5.98751" "5.72662" "6.46754" "6.4677" "5.68177" "6.18627" "6.26181" "6.16434" "6.56905" "5.80122" "6.28275" "6.00286" "5.99394" "6.46282" "6.05251" "5.7849" "6.12449" "6.44632" "6.17233" "6.36676" "5.82849" "5.99441" "6.37682" "6.03002"
"10566" "2.67379" "2.60935" "2.77559" "2.73517" "2.69427" "2.79241" "2.80745" "2.79012" "2.72514" "2.66237" "2.73226" "2.72454" "2.8496" "2.84779" "2.89717" "2.72127" "2.90391" "2.89642" "2.72408" "2.97908" "2.82504" "2.87437" "2.84273" "2.7136" "2.71936" "2.69881" "2.71207" "2.86549" "2.66188" "2.71709" "2.89812" "2.69483" "2.83866" "2.66002" "2.72533" "2.92104" "2.72959" "2.7922" "2.79424" "2.78982" "2.96868" "2.98763" "2.60842" "2.65049" "2.81551" "2.75406" "2.75326" "2.97537" "2.76526" "2.91974" "2.65139" "3.50267" "3.06364" "2.85793" "2.67558" "2.79766" "2.77264" "2.76463" "2.74503" "2.66429" "2.76537" "2.90012" "2.6262" "2.66634" "2.8626" "2.86468" "2.65144" "2.728" "2.79605" "2.79025" "2.82487" "2.9679" "2.61623" "2.75112" "2.76635" "2.75497" "2.83791" "2.66337" "2.77248" "2.74782" "3.08926" "2.73341" "2.7893" "2.83169" "2.8419" "2.71112" "2.72959" "2.86152" "3.04789" "2.98337" "2.75147" "2.62627" "3.02303" "2.76117" "2.84127" "2.91647" "2.71717" "2.81671" "2.67166" "2.80817" "3.06282" "2.88944" "2.84554" "2.84274" "2.84224" "2.80108" "2.9693" "2.80275"
"10571" "4.26996" "4.07105" "4.33761" "4.34246" "3.9861" "4.13263" "4.08566" "4.23656" "4.31368" "4.16595" "4.06657" "4.22245" "3.78229" "4.09694" "3.98382" "4.14079" "4.61932" "4.21676" "3.95683" "4.00741" "3.9099" "4.13787" "4.24123" "4.10106" "3.94567" "4.02432" "4.15082" "4.14354" "4.05788" "4.19102" "4.14232" "3.9049" "4.17682" "4.16719" "4.19325" "4.24523" "4.17802" "4.18729" "4.2476" "4.14934" "4.20545" "3.96612" "4.08089" "4.21308" "4.06723" "4.02689" "4.11806" "4.38862" "4.01066" "3.95414" "4.09337" "4.64695" "3.976" "4.10149" "4.02863" "3.99406" "3.90412" "4.25887" "3.94171" "4.26472" "4.02424" "4.39121" "4.14504" "4.27367" "4.41391" "4.08279" "4.05522" "4.30476" "3.76594" "4.2958" "4.25368" "3.99552" "4.53447" "4.31933" "4.01664" "4.02868" "4.23927" "3.95783" "4.06072" "3.85096" "4.03257" "4.2062" "4.06796" "3.969" "3.9674" "4.14235" "3.79562" "4.33763" "4.04657" "3.91247" "4.02623" "4.23909" "4.29507" "4.08749" "3.9023" "3.90269" "4.11202" "3.99912" "4.16433" "3.97553" "3.96816" "3.88062" "3.95703" "4.24052" "3.88268" "4.01466" "3.7896" "4.22425"
"10572" "5.12095" "5.08879" "5.46116" "5.57554" "5.05104" "5.17675" "5.20403" "5.36074" "5.21126" "5.24563" "5.23069" "5.38015" "5.22198" "5.59486" "5.1404" "4.88354" "5.42325" "5.09415" "4.9343" "5.76636" "4.97349" "5.27876" "5.04133" "5.16395" "5.20349" "5.27089" "5.06261" "5.44006" "5.24958" "5.16839" "5.2861" "5.26478" "5.358" "5.11523" "5.21655" "5.82268" "5.01132" "5.04219" "5.65263" "4.96411" "5.24655" "5.55677" "5.05935" "5.27933" "5.29185" "5.08396" "5.04716" "5.41835" "5.2113" "5.02181" "5.24512" "5.58046" "5.37129" "5.04518" "5.34105" "4.98163" "5.36071" "5.3212" "5.39513" "4.97613" "5.05012" "5.23241" "5.15038" "5.2141" "5.41615" "4.99781" "5.19022" "5.36429" "4.94195" "5.30613" "5.0313" "4.92181" "5.44671" "5.24838" "4.97481" "5.18602" "5.07572" "4.85037" "5.06366" "4.93314" "5.24798" "5.20824" "5.19835" "5.25707" "5.36027" "5.06826" "5.00343" "5.49702" "5.00414" "5.82631" "4.97189" "5.12338" "5.21568" "5.13208" "5.1958" "5.06928" "5.11935" "4.90132" "5.26962" "5.30374" "5.63089" "5.04519" "5.47232" "5.00309" "5.17163" "5.31221" "5.27464" "4.97625"
"10573" "4.5904" "4.74791" "4.71675" "4.6463" "4.48399" "4.68318" "4.81255" "4.63676" "4.62073" "4.6399" "4.73248" "4.64441" "4.34262" "4.58302" "4.42739" "4.61276" "4.84025" "4.40313" "4.48662" "4.47358" "4.65838" "4.75766" "4.74644" "4.4397" "4.57895" "4.73784" "4.6263" "4.56326" "4.49768" "4.83903" "4.55979" "4.55165" "4.77084" "4.50925" "4.635" "4.63668" "4.42464" "4.50476" "4.87432" "4.71097" "4.85271" "5.02493" "4.47019" "4.70863" "4.52856" "4.44538" "4.58762" "4.86319" "4.92968" "4.59503" "4.59452" "5.1961" "4.56553" "4.56492" "4.61913" "4.26791" "4.53301" "4.65831" "4.5203" "4.57678" "4.52752" "4.74365" "4.43243" "4.72963" "4.82292" "4.59787" "4.25025" "4.52001" "4.26487" "4.87078" "4.62012" "4.51862" "4.81984" "4.59625" "4.52274" "4.82323" "4.45769" "4.39108" "4.53529" "4.35256" "4.55131" "4.59" "4.7515" "4.59787" "4.7875" "4.43976" "4.5831" "4.59791" "4.48138" "4.73223" "4.59346" "4.62226" "4.68093" "4.63384" "4.31613" "4.45889" "4.60331" "4.37488" "4.51012" "4.451" "4.73299" "4.2853" "4.49967" "4.5913" "4.53073" "4.45259" "4.20966" "4.59787"
