"GSM87863" "GSM87887" "GSM87896" "GSM87934" "GSM87943" "GSM87853" "GSM87906" "GSM87920" "GSM87924" "GSM87858" "GSM87882" "GSM87891" "GSM87917" "GSM87929" "GSM87948" "GSM87868" "GSM87873" "GSM87901" "GSM87910" "GSM87938" "GSM87953" "GSM87864" "GSM87888" "GSM87897" "GSM87935" "GSM87944" "GSM87854" "GSM87878" "GSM87907" "GSM87921" "GSM87925" "GSM87957" "GSM87859" "GSM87883" "GSM87892" "GSM87930" "GSM87949" "GSM87869" "GSM87874" "GSM87902" "GSM87911" "GSM87939" "GSM87954" "GSM87865" "GSM87889" "GSM87898" "GSM87915" "GSM87936" "GSM87945" "GSM87855" "GSM87879" "GSM87922" "GSM87926" "GSM87958" "GSM87860" "GSM87884" "GSM87893" "GSM87918" "GSM87931" "GSM87950" "GSM87870" "GSM87875" "GSM87903" "GSM87912" "GSM87940" "GSM87866" "GSM87899" "GSM87937" "GSM87946" "GSM87856" "GSM87880" "GSM87908" "GSM87923" "GSM87927" "GSM87959" "GSM87861" "GSM87885" "GSM87894" "GSM87932" "GSM87951" "GSM87871" "GSM87876" "GSM87904" "GSM87913" "GSM87941" "GSM87955" "GSM87867" "GSM87890" "GSM87900" "GSM87916" "GSM87947" "GSM87857" "GSM87881" "GSM87909" "GSM87928" "GSM87960" "GSM87862" "GSM87886" "GSM87895" "GSM87919" "GSM87933" "GSM87952" "GSM87872" "GSM87877" "GSM87905" "GSM87914" "GSM87942" "GSM87956"
"10574" "4.41486" "4.54728" "4.60632" "4.46158" "4.4165" "4.78326" "4.57122" "4.62383" "4.47043" "4.37653" "4.72361" "4.40855" "4.64556" "4.58495" "4.32897" "4.61079" "4.70485" "4.52706" "4.33742" "4.3836" "4.4965" "4.64918" "4.71033" "4.44163" "4.40989" "3.99421" "4.46331" "4.38614" "4.33452" "4.63687" "4.41506" "4.40749" "4.6011" "4.3313" "4.4781" "4.40997" "4.26317" "4.24927" "4.47751" "4.3836" "4.64516" "4.52741" "4.56071" "4.55933" "4.50374" "4.56127" "4.7319" "4.3437" "4.5798" "4.38555" "4.5757" "4.57972" "4.2537" "4.50058" "4.47447" "4.29988" "4.48854" "4.61748" "4.29797" "4.41285" "4.60819" "4.57915" "4.46714" "4.48089" "4.31447" "4.43316" "4.4026" "4.44764" "4.35976" "4.63386" "4.60031" "4.32882" "4.76087" "4.60379" "4.39519" "4.59516" "4.4645" "4.38648" "4.34206" "4.29473" "4.64353" "4.45598" "4.6616" "4.73195" "4.58051" "4.3429" "4.07311" "4.5956" "4.29232" "4.30809" "4.23877" "4.56845" "4.44598" "4.29385" "4.39701" "4.30682" "4.43579" "4.43347" "4.42142" "4.09892" "4.23841" "4.23431" "4.19051" "4.53641" "4.06057" "4.30366" "3.99254" "4.62142"
"10575" "2.86307" "2.75231" "3.00546" "2.92551" "2.93518" "2.98798" "2.97616" "2.9602" "2.91844" "3.03288" "2.98455" "3.15291" "2.8009" "2.94174" "2.93769" "2.88605" "2.92723" "2.86367" "2.70384" "2.94298" "2.79938" "2.80597" "2.95581" "2.9215" "3.0064" "2.92626" "2.85777" "3.01496" "2.99774" "2.88444" "2.99978" "2.96372" "2.98091" "2.61776" "2.87126" "3.14708" "2.94298" "2.79043" "3.17289" "3.03868" "2.96103" "2.88029" "2.92518" "2.7249" "3.02597" "2.9189" "3.0336" "2.94399" "2.88705" "2.87702" "2.8099" "3.08345" "2.88513" "2.88955" "3.0332" "2.74747" "3.08528" "3.09277" "2.88738" "3.01861" "2.88298" "2.96072" "2.89922" "2.91267" "3.17326" "2.69449" "3.11468" "2.9784" "2.79363" "3.02724" "2.86337" "2.81514" "2.98114" "3.06791" "2.99385" "2.89623" "2.99215" "2.86493" "2.88835" "2.8191" "2.92125" "2.96567" "2.97785" "2.78312" "3.09095" "2.8855" "2.92842" "2.98732" "2.77108" "3.08852" "2.9409" "2.77236" "3.04199" "2.81015" "2.95473" "2.85132" "3.05749" "2.71277" "2.96936" "2.94268" "2.83607" "2.70258" "2.88366" "3.07847" "2.74021" "3.06727" "2.81913" "2.88274"
"10585" "5.67379" "5.38212" "5.97985" "6.02233" "5.76208" "5.80798" "5.77186" "5.69758" "5.70492" "5.75914" "5.67751" "6.17353" "5.72828" "6.04569" "5.67116" "5.78886" "5.8809" "5.7557" "5.75623" "5.96303" "5.63046" "5.68213" "5.96182" "5.63753" "5.85486" "5.709" "5.65925" "5.81092" "5.774" "5.53196" "5.95037" "5.67313" "5.83122" "5.88701" "6.13365" "5.93457" "5.67749" "5.49437" "6.00395" "5.78815" "5.4713" "6.00005" "5.50337" "5.55651" "6.00172" "5.81505" "5.76239" "6.01472" "5.91544" "5.82989" "5.96732" "5.93003" "5.79666" "5.57273" "5.7801" "5.95757" "6.05031" "5.7128" "5.8265" "5.75573" "5.63172" "5.73148" "5.89705" "5.75216" "5.9847" "5.66729" "5.73971" "5.86665" "5.6334" "5.79144" "5.81037" "5.44375" "5.78711" "5.77672" "5.46086" "5.65991" "5.89113" "5.87473" "5.74758" "5.43332" "5.76053" "5.88149" "6.13116" "5.67767" "5.87798" "5.70575" "5.70118" "6.27409" "5.96579" "6.10465" "5.59093" "5.93085" "5.42528" "5.88363" "5.75739" "5.56555" "5.82435" "5.88392" "5.8933" "5.69777" "5.96661" "5.60825" "5.76129" "5.71286" "5.96646" "5.89389" "6.03514" "5.79663"
"10587" "8.19579" "8.6249" "7.75941" "8.73317" "9.31463" "7.84283" "8.62058" "8.44782" "8.46833" "7.55665" "8.55095" "8.28558" "8.49263" "8.72619" "9.71187" "8.31052" "7.68281" "8.66515" "8.47017" "8.48383" "9.1665" "8.2596" "8.18402" "7.76321" "8.31686" "9.57737" "7.94421" "8.0987" "8.08538" "7.78506" "8.40904" "8.63282" "7.61075" "8.21626" "8.12875" "8.53994" "9.62079" "8.21216" "7.71636" "8.3789" "8.00176" "8.51043" "8.6666" "7.94854" "8.29366" "8.15703" "8.06287" "8.38838" "9.07715" "7.92068" "8.32827" "8.1478" "8.63276" "8.72707" "7.66884" "8.32932" "8.027" "7.78214" "8.72746" "9.63457" "8.20739" "7.98505" "8.36315" "8.16835" "8.30473" "8.17068" "7.85296" "8.53977" "9.38879" "8.0916" "8.15686" "8.83129" "8.28996" "8.59775" "9.86821" "7.97025" "7.87488" "8.75278" "8.60874" "9.39556" "7.98951" "8.08312" "8.65761" "7.74985" "8.75137" "9.09559" "8.17539" "7.87602" "8.58942" "7.9152" "9.69675" "7.97036" "8.12017" "8.93546" "9.20165" "9.34684" "7.68008" "8.53799" "8.66253" "8.41393" "8.9681" "10.0092" "7.80742" "8.28338" "8.82125" "7.9682" "8.99902" "9.07558"
"10596" "4.29081" "3.86156" "4.58087" "4.95758" "4.37805" "4.48042" "4.36139" "4.58019" "4.87488" "4.42636" "4.4139" "4.49311" "4.1465" "4.70603" "4.54777" "4.28647" "4.78129" "4.694" "4.08331" "4.68266" "4.23691" "4.28184" "4.5834" "4.39801" "4.67812" "4.33889" "3.91922" "4.33555" "4.53826" "4.55876" "4.53533" "4.28249" "4.65218" "4.07115" "4.50082" "4.62974" "4.14568" "4.20736" "4.51329" "4.45684" "4.30718" "4.70033" "4.21702" "4.44135" "4.47393" "4.35076" "4.39557" "4.77691" "4.42244" "4.51914" "4.46121" "4.60645" "4.44698" "4.34132" "4.53696" "4.25128" "4.27771" "4.63595" "4.62596" "4.45955" "4.56485" "4.68607" "4.05413" "4.45806" "4.82166" "4.22705" "4.29012" "4.82215" "4.313" "4.27977" "4.70671" "4.44164" "4.2244" "4.46119" "4.15085" "4.60061" "4.73853" "4.19309" "4.31596" "4.24638" "4.4758" "4.56248" "4.54673" "4.44371" "4.56675" "4.45955" "4.43718" "4.71679" "4.33937" "4.75106" "4.68496" "4.59115" "4.58867" "4.18368" "4.58142" "4.3157" "4.61106" "4.33522" "4.23627" "4.45955" "4.31539" "4.24262" "4.40408" "4.3618" "4.44607" "4.5019" "4.4324" "4.35726"
"10701" "5.43204" "5.52638" "5.43085" "5.60944" "5.71035" "5.51749" "5.58682" "5.98861" "5.86542" "5.73594" "5.5248" "5.85464" "5.28154" "5.9353" "5.66212" "5.69412" "6.14175" "5.93025" "5.61674" "5.8726" "5.47479" "5.80574" "5.75702" "5.42517" "5.74303" "5.58227" "5.60619" "5.87003" "5.93993" "5.95317" "5.99315" "5.7212" "5.57956" "5.12437" "6.09876" "5.90495" "5.82674" "5.56448" "6.08615" "6.05397" "5.98126" "5.64196" "5.5821" "5.7212" "5.47151" "5.50827" "5.71275" "5.73836" "5.52148" "5.60823" "5.917" "6.05769" "5.71918" "5.66272" "5.76486" "5.06987" "6.07192" "5.86144" "5.86275" "5.88584" "6.04207" "5.92758" "5.70438" "5.5444" "5.91831" "5.51451" "5.67899" "5.75313" "5.48384" "5.79358" "5.66194" "5.34222" "5.7365" "5.91431" "5.42343" "5.93423" "5.65186" "5.74764" "5.62439" "5.79775" "5.62185" "5.9601" "5.74159" "5.43743" "5.84627" "5.62643" "5.8993" "5.89202" "5.70618" "5.83571" "5.85586" "5.69036" "5.81123" "5.70064" "5.638" "5.70794" "5.75487" "5.21558" "5.81805" "5.81889" "6.0033" "5.73405" "5.90779" "5.80476" "5.6017" "5.36522" "5.66948" "5.30724"
"10728" "4.0287" "3.92266" "4.06029" "4.11031" "4.19061" "3.81762" "3.99761" "4.07126" "4.17322" "3.8951" "3.99874" "4.36063" "3.9224" "3.95084" "3.73401" "3.91152" "4.00691" "4.01813" "3.94191" "4.05423" "4.01145" "3.67557" "4.09925" "3.79665" "4.13526" "3.88644" "4.10899" "3.81723" "3.77618" "4.02747" "3.82296" "3.66738" "4.0074" "3.82681" "3.91961" "4.27124" "3.91461" "3.88791" "4.26497" "3.87699" "3.84171" "4.0607" "3.84881" "4.01759" "4.02292" "4.11179" "4.01615" "4.25232" "3.87256" "3.86615" "3.8749" "4.26179" "4.03275" "3.93246" "4.01448" "3.53681" "3.97509" "4.03884" "4.08661" "4.08286" "3.76353" "3.91713" "4.13094" "3.7414" "4.0386" "3.93197" "3.89081" "3.9806" "4.02196" "3.87905" "3.86891" "4.07171" "3.90241" "3.80771" "3.93596" "4.11788" "4.04335" "4.00811" "3.66027" "3.73739" "4.1066" "3.77183" "4.17967" "3.68069" "3.85596" "3.83592" "3.86021" "3.82916" "3.78334" "3.98561" "3.91001" "3.99858" "4.06596" "3.79701" "3.92987" "3.81905" "3.99541" "4.0729" "3.90181" "3.80504" "3.76553" "3.66467" "3.77595" "3.95858" "3.93068" "4.05473" "4.02652" "3.92001"
"10729" "2.7446" "3.11599" "2.75496" "3.39783" "2.9838" "2.86952" "3.1196" "2.97728" "3.02345" "3.00784" "3.11966" "3.03253" "2.85387" "2.98026" "2.88294" "2.74294" "2.7883" "2.84593" "2.78003" "2.91196" "2.94179" "2.82846" "2.82354" "2.95588" "2.78742" "2.86267" "2.91196" "2.92896" "2.76473" "2.86629" "2.90174" "2.72781" "2.90679" "2.86173" "3.3098" "3.0949" "2.6576" "2.83439" "3.1441" "2.80987" "3.14931" "3.1035" "2.84911" "2.8598" "2.98136" "2.82206" "2.94009" "2.83729" "3.03506" "2.90673" "2.93887" "3.29997" "3.24473" "2.99812" "2.93128" "2.85066" "2.85217" "2.75728" "3.00645" "2.85929" "2.79607" "2.97059" "3.02459" "2.87112" "2.92023" "2.67271" "3.10622" "2.92327" "2.72626" "3.00176" "2.79541" "2.81686" "2.95767" "2.75238" "2.98927" "3.05228" "2.81465" "2.91554" "2.79052" "2.78786" "2.8617" "2.76844" "2.75156" "2.74333" "2.79283" "2.82791" "2.79621" "2.88498" "2.8219" "3.17648" "2.83692" "2.92064" "3.06547" "2.76017" "2.85709" "3.0757" "2.79925" "2.93528" "3.03897" "2.85279" "2.91277" "2.8836" "2.65997" "2.88135" "3.05366" "2.78501" "2.80078" "2.7604"
"10730" "3.83214" "4.18526" "4.08872" "5.23373" "4.30878" "3.99796" "4.04693" "3.93006" "4.27687" "4.058" "3.72363" "3.96922" "4.25774" "4.62066" "4.04004" "3.72593" "4.04265" "3.89065" "4.12234" "4.29231" "4.18267" "3.73004" "3.99382" "4.07285" "4.41488" "4.32788" "3.8305" "3.77594" "4.28812" "4.49608" "4.66207" "3.7799" "3.95904" "3.85648" "4.28229" "4.52384" "3.96284" "3.98971" "4.55695" "3.75534" "4.26443" "4.89707" "3.97738" "3.831" "3.87695" "3.88281" "4.15665" "4.53727" "4.11204" "4.11114" "3.64452" "5.1154" "4.50341" "3.96238" "3.78917" "3.75266" "4.02728" "4.45298" "4.98844" "3.93639" "3.74217" "3.95941" "3.95964" "4.35913" "3.99119" "3.68414" "4.043" "4.50523" "4.07285" "3.99962" "3.79793" "3.93308" "4.28969" "4.1151" "3.81948" "3.82654" "3.64227" "3.71907" "4.46243" "3.79691" "3.92886" "3.90468" "3.71236" "3.88568" "4.22958" "4.01228" "3.81415" "4.1383" "4.20808" "4.27554" "4.06244" "3.49578" "4.10708" "3.98427" "4.74396" "3.77291" "3.68766" "3.94441" "3.97688" "4.2447" "4.50263" "3.856" "3.87525" "3.54592" "4.14071" "4.36603" "4.63723" "3.95663"
"10745" "6.13381" "5.60714" "6.26939" "6.18147" "6.17362" "6.21082" "5.96204" "6.04004" "6.25622" "6.43786" "6.27541" "6.37591" "5.93232" "6.18599" "5.57369" "5.87917" "6.3457" "6.0845" "5.80068" "6.32293" "5.76277" "5.99421" "6.16629" "6.19038" "6.17009" "6.00207" "6.01585" "6.19113" "6.15074" "6.00678" "6.19705" "5.62042" "6.16446" "5.65261" "6.00488" "6.31855" "5.50942" "5.9412" "6.40985" "5.99654" "5.92887" "6.28696" "5.86649" "6.07867" "5.90115" "5.87789" "5.94437" "6.19561" "6.43637" "6.01049" "5.86741" "6.61898" "6.15278" "5.83956" "6.16917" "5.79887" "6.13985" "5.92326" "5.80185" "5.80868" "5.84958" "6.15938" "6.49712" "5.70361" "6.03967" "5.90469" "5.9104" "6.12138" "5.91336" "6.05129" "6.01516" "6.08763" "6.02295" "6.15827" "5.57571" "6.26044" "6.11619" "5.85846" "5.96038" "5.74395" "6.00359" "5.90744" "5.99275" "5.73658" "6.04646" "5.78255" "5.88283" "6.36536" "6.02532" "5.89463" "6.03621" "6.177" "6.30767" "5.94885" "5.83549" "5.8165" "6.25895" "5.92337" "6.2131" "5.82518" "6.12218" "5.6681" "6.15649" "5.91008" "5.81914" "6.17734" "6.31861" "6.05375"
"10746" "4.95289" "4.18965" "5.2633" "4.41334" "5.07591" "5.07938" "4.76413" "4.71322" "5.13566" "5.09493" "4.5259" "5.22577" "4.65819" "4.88381" "4.62417" "4.96623" "5.29168" "5.2634" "4.68475" "4.65005" "4.55609" "5.08351" "5.00446" "5.01669" "4.90749" "4.50246" "5.33448" "4.91526" "4.85607" "4.90129" "4.9808" "4.84649" "5.09094" "4.72583" "5.04926" "4.81662" "4.53756" "4.83677" "4.44238" "5.10996" "4.8009" "4.88928" "4.9425" "4.65812" "4.70651" "5.03278" "4.71563" "4.87495" "4.95369" "4.9618" "5.05976" "4.27942" "4.69166" "4.91178" "5.0389" "4.89994" "5.16523" "5.25614" "4.73953" "4.71462" "4.91526" "4.82656" "5.33861" "4.70891" "5.10421" "4.55826" "5.14397" "4.91583" "4.89288" "5.23937" "4.92118" "4.97117" "4.63829" "4.95451" "4.48337" "5.29492" "5.09105" "5.22965" "4.91526" "4.85693" "4.8782" "5.09249" "4.91879" "4.75771" "4.87526" "4.87349" "4.75533" "4.88914" "5.02066" "4.93694" "4.95277" "5.38948" "4.59587" "4.90686" "4.76796" "4.64835" "5.29465" "4.97354" "5.11964" "4.92363" "4.72029" "4.50117" "4.86837" "4.99165" "4.94807" "5.03175" "4.43543" "4.91519"
"10747" "6.07258" "5.85833" "6.435" "6.07055" "5.90877" "6.01381" "6.19122" "5.94592" "5.9392" "6.1808" "5.60934" "6.18218" "5.95277" "6.2551" "5.89361" "5.96416" "6.20257" "6.13967" "6.12388" "6.04159" "5.86538" "6.02452" "6.10981" "6.14159" "6.2352" "5.94613" "5.99177" "5.88147" "6.05159" "6.0018" "6.08675" "6.02922" "6.27136" "5.97096" "5.81227" "6.24824" "5.95861" "6.03922" "6.31434" "6.32428" "5.77424" "6.27019" "6.03913" "5.86231" "5.84005" "5.98797" "6.19962" "6.22362" "6.04159" "5.9227" "6.12719" "6.07094" "6.07767" "5.7701" "6.21068" "5.7932" "6.07876" "6.09438" "6.03916" "6.05265" "5.7822" "6.05452" "6.02918" "6.00869" "6.12179" "6.04159" "5.99329" "6.27482" "5.97194" "6.00506" "6.26856" "5.77728" "5.88918" "6.12131" "5.73296" "6.12237" "6.0511" "5.8214" "5.98508" "5.6985" "6.08151" "6.16755" "6.10384" "5.71856" "6.08192" "6.04159" "5.98531" "6.06952" "6.23486" "5.99829" "6.13957" "6.21175" "5.76338" "6.20356" "6.12012" "5.56948" "6.08061" "5.79301" "6.30103" "6.09705" "6.16084" "5.65466" "6.12821" "6.14933" "5.8985" "6.05571" "5.87085" "6.11606"
"10748" "4.71957" "4.17933" "4.89352" "4.57389" "5.30737" "5.26683" "5.16144" "4.82696" "4.97301" "5.04362" "4.68924" "5.18526" "4.8352" "4.82769" "4.86466" "4.89024" "4.98901" "5.0958" "4.85561" "4.68213" "4.63761" "4.77495" "4.86466" "5.15866" "4.83873" "4.8207" "4.86716" "4.94055" "5.24852" "4.87861" "5.00455" "5.03848" "5.04638" "4.85321" "4.90583" "4.67529" "4.52778" "4.74828" "4.69596" "4.883" "4.78154" "4.80839" "4.75749" "5.01568" "5.14193" "4.88517" "4.67424" "4.50558" "4.94436" "4.93353" "4.66097" "5.02257" "4.36076" "4.86466" "5.07862" "4.80306" "4.9518" "4.71181" "4.62907" "4.76755" "4.93862" "5.02317" "5.16385" "4.66992" "4.876" "4.89773" "5.20732" "4.63385" "4.69509" "4.72543" "5.12762" "4.95461" "4.89995" "4.86045" "4.71717" "4.93264" "4.81558" "4.8441" "4.92238" "4.57323" "5.18786" "4.94354" "4.62553" "4.77213" "4.87222" "4.87109" "4.87839" "4.94653" "4.87776" "4.99897" "4.74303" "4.75656" "4.665" "4.89565" "4.61608" "4.96937" "4.73271" "4.95604" "4.96738" "4.80765" "4.39452" "4.62078" "4.86466" "4.74768" "4.87369" "4.74743" "4.65421" "4.43709"
"10749" "4.51951" "4.38042" "4.08237" "3.90666" "3.77058" "4.02916" "3.94836" "4.21547" "4.07726" "4.00336" "3.90014" "3.84117" "3.6707" "3.84211" "3.66866" "4.08758" "4.04633" "4.07552" "3.9434" "4.01302" "4.0369" "4.00336" "4.28783" "3.99762" "3.73785" "4.20862" "4.19955" "3.85519" "4.06147" "3.93764" "3.65565" "3.85919" "4.04039" "3.96961" "4.01674" "3.73552" "3.84583" "4.04913" "4.21914" "4.06488" "4.0204" "3.78058" "3.98328" "4.28454" "3.80295" "4.30282" "4.10982" "4.01263" "4.26359" "4.18235" "4.10986" "4.19687" "4.35256" "4.01924" "4.043" "3.7789" "3.99972" "3.94175" "3.96245" "4.0451" "4.14925" "3.73611" "4.10567" "3.74742" "3.8146" "4.0423" "3.91185" "4.00069" "4.07838" "4.26045" "4.09743" "3.91843" "3.6804" "3.85728" "3.68113" "4.01698" "4.09208" "4.30489" "3.74296" "4.06938" "4.09272" "4.10287" "4.29072" "3.7403" "3.87449" "3.77555" "4.2687" "4.05824" "4.11367" "4.03174" "4.07031" "4.16644" "4.05892" "4.15713" "3.60385" "3.73119" "4.20878" "3.71338" "3.99448" "3.81702" "4.10376" "3.80866" "4.07284" "4.13175" "3.95547" "3.86529" "3.71894" "3.8176"
"10750" "5.8656" "5.77527" "5.7047" "5.62548" "5.81682" "5.70686" "5.75871" "5.7736" "5.97248" "5.87308" "5.85895" "6.23239" "5.28932" "5.69363" "5.69283" "5.52566" "5.96476" "5.67858" "5.81431" "5.92672" "5.49205" "5.6172" "5.9137" "5.78445" "5.90389" "5.50199" "5.72081" "5.59433" "6.01686" "5.92508" "5.79484" "5.72589" "6.03392" "5.48907" "6.16277" "6.081" "5.54138" "5.67014" "5.82554" "5.52742" "5.58903" "6.04297" "5.82827" "5.72731" "5.79165" "5.62823" "5.60422" "5.74476" "5.75045" "6.00363" "5.71983" "5.94948" "6.00952" "5.34085" "6.02794" "5.64494" "5.9637" "5.78237" "5.71977" "5.65864" "5.82409" "5.83558" "5.89538" "5.69779" "5.72714" "5.80783" "5.80441" "5.72866" "5.86842" "5.76085" "5.81382" "6.16983" "5.7405" "5.83555" "5.65176" "5.77762" "5.76112" "5.77612" "5.77225" "5.54962" "5.9102" "5.90166" "6.09336" "5.88065" "5.82453" "5.70467" "5.82602" "5.90762" "6.06953" "5.63592" "5.69492" "5.89667" "5.54234" "5.78356" "5.69163" "5.8094" "5.99886" "5.61079" "5.9647" "5.7208" "5.71919" "5.76707" "5.70437" "5.76145" "5.99505" "5.56965" "5.77931" "5.65825"
"10751" "6.08567" "6.01846" "6.29691" "6.1134" "6.35964" "6.15402" "6.17557" "5.97446" "6.18463" "6.43689" "5.88144" "6.34006" "6.07893" "6.26593" "5.98656" "6.06748" "6.28638" "6.23397" "6.04772" "6.24328" "5.67243" "5.81383" "6.27156" "6.5343" "6.21993" "5.99569" "6.22973" "6.32534" "6.56486" "6.16777" "6.09872" "6.17088" "6.4969" "6.26761" "6.19997" "6.47248" "6.01242" "6.13013" "6.3197" "6.25428" "6.06482" "6.14008" "6.18785" "6.23447" "5.80391" "6.48953" "6.03844" "6.23728" "6.1005" "6.16562" "6.03779" "6.02985" "6.34465" "6.07537" "6.27284" "5.85548" "6.37071" "6.36879" "6.15064" "6.18693" "6.22118" "6.32631" "6.0739" "6.0622" "6.50433" "6.15562" "6.26839" "6.25432" "5.89987" "6.30071" "6.2604" "6.07137" "6.13201" "6.22686" "5.87969" "6.43949" "6.29464" "6.19174" "6.25509" "6.06252" "6.20204" "6.24645" "6.47925" "6.13817" "6.08988" "6.22213" "6.12086" "6.1565" "6.37604" "5.94867" "6.15993" "6.36007" "5.97018" "6.20036" "6.28551" "6.10063" "6.26428" "5.97804" "6.16342" "6.15949" "6.33401" "6.00317" "6.30624" "6.05722" "6.40149" "6.36151" "5.96805" "6.13151"
"10752" "4.34774" "4.16337" "4.41234" "4.21281" "4.40157" "4.30945" "4.32778" "4.2247" "4.23588" "4.42096" "4.65427" "4.34514" "4.05622" "4.34517" "4.10264" "4.51677" "4.32173" "4.21728" "4.25464" "4.24804" "3.9765" "4.38973" "3.77011" "4.29101" "4.1694" "4.19011" "4.20421" "4.15277" "4.42813" "3.92255" "3.94262" "3.98843" "4.41321" "4.08454" "4.35934" "4.18345" "3.89481" "4.01382" "4.15104" "4.19764" "4.21281" "4.40439" "4.37136" "4.04649" "4.19886" "3.99763" "4.03329" "4.60744" "3.88023" "4.6136" "4.28584" "4.47992" "4.17332" "3.95634" "4.18668" "4.21595" "3.97969" "4.41937" "3.96759" "4.13555" "4.01724" "4.23499" "4.21369" "3.9897" "4.35152" "4.00025" "4.10654" "4.28284" "4.06852" "4.29072" "4.18018" "3.95496" "4.11028" "4.25794" "4.0303" "4.41028" "4.00971" "3.90423" "3.95367" "4.3368" "4.16512" "4.4917" "4.29072" "4.13508" "4.25854" "4.12481" "4.4435" "4.17845" "4.43154" "4.54007" "4.21281" "4.29881" "4.56432" "4.43129" "4.5032" "4.04908" "4.29158" "4.27641" "4.40297" "4.43358" "4.37682" "4.47166" "4.40959" "4.49198" "4.37395" "4.11256" "4.28594" "4.24121"
"10788" "6.07738" "5.38101" "6.07888" "7.15749" "6.15375" "6.02337" "6.03044" "6.31161" "6.63827" "6.25775" "6.0928" "5.50216" "5.92358" "6.71298" "5.83504" "5.65113" "6.0856" "5.99777" "6.72634" "6.33363" "7.13888" "5.92362" "5.89506" "6.41251" "6.85266" "5.92174" "6.14518" "5.97799" "6.05892" "6.43583" "6.90641" "6.37697" "6.43794" "6.08681" "6.03799" "7.23836" "5.92792" "5.89877" "5.99338" "5.48455" "6.46419" "6.5724" "6.54193" "6.25028" "5.77935" "6.08303" "6.70397" "6.71598" "6.08314" "6.21605" "5.81322" "6.49952" "6.33401" "6.8282" "6.15614" "6.41575" "5.64501" "5.74515" "6.63034" "5.82233" "6.04207" "5.79331" "5.73874" "6.31631" "6.50357" "6.22851" "6.12561" "6.68424" "6.02919" "5.8803" "5.81799" "5.74813" "6.09059" "6.61624" "6.0508" "6.07848" "5.79776" "5.44137" "6.85502" "5.85009" "6.06166" "5.71466" "5.50362" "6.42744" "6.58922" "6.3212" "5.64125" "5.79547" "5.80891" "5.70326" "6.15491" "6.39884" "6.0374" "6.23134" "7.08452" "6.04659" "6.22053" "6.5384" "5.80218" "5.87053" "6.59203" "6.17845" "6.1865" "5.84838" "6.2851" "6.70097" "6.79843" "6.55793"
"10805" "5.26667" "5.9627" "5.67714" "5.14096" "4.9943" "5.32359" "5.6361" "4.64148" "5.27778" "5.46832" "5.45301" "5.59478" "4.65609" "5.0596" "4.91293" "4.97191" "5.72981" "5.67337" "4.77777" "4.78452" "4.66414" "4.94291" "4.98926" "5.21025" "5.03126" "4.72452" "4.97846" "5.00948" "5.45251" "5.13201" "4.81865" "4.55209" "5.42345" "5.50973" "5.91839" "5.20863" "4.77143" "5.05604" "5.30926" "5.39627" "4.88029" "4.80091" "4.53724" "4.77429" "5.12252" "5.11257" "4.73994" "4.95326" "4.53425" "5.19032" "5.0866" "5.21369" "5.20777" "4.62728" "5.21009" "5.77536" "6.05713" "4.8066" "5.33967" "4.94343" "4.69642" "5.11152" "5.35543" "4.6001" "5.18461" "4.75115" "5.13526" "5.19942" "4.51285" "4.99038" "5.13563" "5.72898" "4.7214" "4.99403" "4.92172" "4.8495" "5.04537" "5.45707" "4.92618" "4.54717" "5.0624" "4.91724" "5.679" "4.67967" "4.90426" "4.77958" "5.44508" "5.92579" "5.80855" "4.93302" "4.88406" "5.42345" "5.69687" "6.04912" "5.44209" "4.61396" "5.30633" "6.08903" "6.10635" "4.74748" "5.28277" "4.99696" "5.20449" "6.12239" "5.78777" "4.70179" "5.00743" "4.67015"
"10810" "7.87291" "8.08344" "8.03011" "8.35274" "7.97504" "7.57267" "7.80075" "8.10737" "7.98128" "7.73983" "7.47105" "7.44626" "8.51954" "8.21654" "8.10448" "7.97197" "7.36638" "7.97165" "8.2796" "7.9947" "8.75881" "7.89318" "7.98808" "8.31519" "8.24266" "8.25175" "7.95372" "8.20653" "7.72514" "8.17438" "8.29106" "8.33443" "7.72133" "8.01121" "7.47072" "8.36937" "8.40318" "8.10781" "7.68619" "7.85221" "8.27218" "8.26485" "8.69433" "7.90001" "8.05217" "8.29621" "8.05408" "8.34519" "7.75443" "7.78572" "7.93034" "8.50198" "8.25294" "8.72787" "7.71723" "8.1449" "7.45121" "7.98527" "8.37763" "8.43647" "8.05652" "7.7655" "7.57546" "8.08902" "8.01573" "8.03533" "8.21819" "8.29147" "8.19695" "7.86949" "7.763" "8.01121" "7.86594" "8.22386" "8.27246" "7.75029" "7.52661" "7.55693" "8.63678" "8.11256" "7.76474" "7.53855" "7.66356" "8.32285" "7.99656" "8.47353" "7.77822" "7.73409" "8.21442" "7.70223" "7.93366" "7.61718" "7.88518" "8.02846" "8.66096" "8.43317" "7.79561" "8.16493" "7.57625" "8.09598" "8.11054" "8.17546" "7.90874" "7.88949" "8.02466" "8.012" "8.44587" "8.29644"
